Accession	PC1	PC2	Family	Species	cluster
OK499990	-624.8643748377767	148.24186642346223	Herelleviridae	Bacillus phage vB_BanH_RonSwanson	1
OK539826	-259.7564464058396	91.57795570998982	Vandenendeviridae	Pakpunavirus phipa10	5
OK539833	-238.15879059620372	48.84251364340994	Andersonviridae	Felixounavirus pSJ21	5
OK583893	437.0467692808775	-265.53383872908694	Autoscriptoviridae	Drulisvirus KPPK1082	0
OK665835	-313.8906377063722	5.573312801729642	Demerecviridae	Tequintavirus EC100	5
OL362041	-1072.0822764514992	-274.4172530599401	Straboviridae	Tequatrovirus gee9062	3
OL362268	53.819857104874245	283.24376724379067	Lindbergviridae	Pseudomonas phage 6917	7
OL362279	464.1365037883973	-268.30700640277007	Autoscriptoviridae	Drulisvirus dv6995	0
OL436245	-472.5611324766958	166.34540010165435	Herelleviridae	Staphylococcus phage vB_SurM-PSU4	9
OL539457	157.2213624196438	421.7247133401572	Drexlerviridae	Klebsiella phage vB_KaeD_HazelMika	10
OL539460	150.29604699847732	430.3216343866442	Drexlerviridae	Webervirus fairdinkum	10
OL606627	248.3857741206059	261.2817033350243	Casjensviridae	Klebsiella phage vB_KaeS_Phraden	2
OL656107	-1061.3579801677004	-279.92634008483685	Straboviridae	Salmonella phage UAB_60	3
OL754588	81.89604679336571	301.23873024981697	Lindbergviridae	Pseudomonas phage PAP8	7
OL964735	-1036.3010259605671	-268.12677760711057	Straboviridae	Tequatrovirus T4	3
OL964754	308.4385113645583	202.4664693670668	Casjensviridae	Aeromonas phage pAEv1812	2
OM258170	219.76114107890655	434.4932424513152	Drexlerviridae	Rtpvirus ZL19	10
OM293948	-346.85697472885727	50.452860786776256	Herelleviridae	Levilactobacillus phage ENFP1	5
OM421595	-163.16486044960925	83.89498024279538	Vandenendeviridae	Nankokuvirus KPP10	5
OM687511	239.11253816071556	-108.03153205224332	Schitoviridae	Burkholderia phage vB_BpP_HN01	6
OM716005	462.6434433214829	-334.8281897623199	Autotranscriptaviridae	Armandvirus PT2	0
OM937123	493.8846484412072	-350.5878396600166	Autotranscriptaviridae	Kayfunavirus CY1	0
OM953433	-123.03858233332812	-33.3409177480836	Andersonviridae	Mooglevirus Henu11	5
OM960734	-1017.9710128725455	-223.29470483059004	Straboviridae	Escherichia phage vB_EcoM_SCS57	3
OM971649	-731.1450766973757	-51.93511605497878	Straboviridae	Klebsiella phage CPRSB	1
OM982620	-318.12713369856374	51.77072333309104	Vandenendeviridae	Kremarvirus kremar	5
OM982621	-817.1593997759294	-64.48412619420307	Vandenendeviridae	Pseudomonas phage Astolliot	3
ON135435	364.5892661906692	243.6708056837348	Peduoviridae	Burkholderia phage PhiBP82.3	8
ON169961	-669.5131497123344	68.93036368499406	Ackermannviridae	Salmonella phage BRM 13312	1
ON185586	122.65536240271376	448.6989027355802	Drexlerviridae	Escherichia phage EC125	10
ON185587	143.6750147290843	425.9885879409584	Drexlerviridae	Escherichia phage EC167	10
ON190025	-981.6434247679078	-92.48317896164384	Straboviridae	Vibrio phage PVA23	3
ON210138	-211.3039053621592	70.2851989739209	Andersonviridae	Felixounavirus EC106	5
ON287376	-363.3518705256336	-33.37564402471044	Chimalliviridae	Serratia phage vB_SmaM-Kodama	5
ON287378	462.6656850522165	-356.98995831932393	Autotranscriptaviridae	Ningirsuvirus DchS19	0
ON366411	-569.9419318710483	174.8711598104492	Herelleviridae	Bacillus phage vB_BceH_LY2	9
ON524870	-101.28621110238578	87.16008880131258	Vandenendeviridae	Pseudomonas phage vB_PaeM_RP14	5
ON526838	304.78587866904604	303.46304414062274	Sarkviridae	Salmonella phage GRNsp6	2
ON528723	507.6891028510306	-385.7579865360863	Autotranscriptaviridae	Shigella phage ESh10	0
ON528743	-1065.9316987092718	-279.1328114018876	Straboviridae	Shigella phage ESh33	3
ON604651	436.08783857073627	-354.7834532765305	Autotranscriptaviridae	Jelgvirus JELGKS1	0
ON637250	491.7092955691826	-350.7782208349544	Autotranscriptaviridae	Kayfunavirus 6925	0
ON642070	383.4061146796944	229.8862289667868	Peduoviridae	Kisquinquevirus Carl1	8
ON720977	360.1845405715424	318.5113980866073	Sarkviridae	Jerseyvirus GRNsp50	2
ON809762	234.4767676019492	258.39211468886026	Casjensviridae	Salmonella phage SeF2	2
ON857926	383.5447068526749	-326.92417524753216	Autoscriptoviridae	Phikmvvirus FBPa3	0
ON857930	59.649360240784745	294.2655867096612	Lindbergviridae	Pseudomonas phage vB_PaeM_FBPa12	7
ON857935	401.7389797537908	-313.23070619165844	Autoscriptoviridae	Pseudomonas phage vB_PaeP_FBPa25	0
OP009277	148.6756739180828	170.93501836325427	Casjensviridae	Rhodobacter phage RcMaeve	7
OP013026	515.288943931633	-388.8541322233027	Autotranscriptaviridae	Przondovirus NK20	0
OP094641	129.16885051646796	459.608800567402	Drexlerviridae	Tunavirus Lg3	10
OP131590	424.14732518411415	257.401914815821	Peduoviridae	Acidovorax phage Alfacinha1	8
OP172784	-1052.892150253869	-280.8854231706534	Straboviridae	Escherichia phage ECO07P1	3
OP263968	-537.3916649060109	205.18336164387932	Herelleviridae	Staphylococcus phage Biyabeda-mokiny_2	9
OP291336	390.4835914321504	-324.07686684922714	Autoscriptoviridae	Friunavirus AIIMSAbE5RC	0
OP352608	-32.60238279799023	273.53509194436185	Lindbergviridae	Wifcevirus SP13	7
OP380598	-863.5179127084274	-140.3613216752093	Straboviridae	Aeromonas phage avDM14-QBC	3
OP380603	-867.3213071847925	-143.40418909575544	Straboviridae	Aeromonas phage avDM9-HANS	3
OP413832	271.740147953971	291.0553287714813	Drexlerviridae	Webervirus pKPBS31711	2
OP433453	801.6556240582502	-39.76284748417477	Inoviridae	Anademivirus AFP	4
OP481051	257.9104693574618	-72.56621228063383	Schitoviridae	Alteromonas phage vB_AemP_PT15-A5	6
OP535465	-462.7459724098003	70.82855303578688	Kyanoviridae	Synechococcus phage S-CREM1	9
OP599913	-97.79101644599676	-18.209907267975183	Chimalliviridae	Pseudomonas phage IR-QUMS-PaBa1-GHS-2021	5
OP745616	313.4622007274545	-98.45455785111446	Schitoviridae	Escherichia phage E20	6
OP745948	-269.3186001173699	-12.190097317764652	Demerecviridae	Citrobacter phage vB_CfrD-Cit2	5
OP870147	-1037.2897572271672	-241.4809805003411	Straboviridae	Escherichia phage vB_Eco_F31	3
OP946502	-878.3359027967877	-119.1739397664392	Straboviridae	Acinetobacter phage vB_AbaM_DLP2	3
OP966774	267.1560965101005	264.58335500897203	Casjensviridae	Salmonella phage PST-D32	2
OP978391	-1060.7424451901347	-256.73798842316046	Straboviridae	Escherichia phage HP3.2	3
OQ025229	-484.5011664215114	159.4054994161461	Herelleviridae	Staphylococcus phage StAP1	9
OQ025230	-452.57688484480695	142.10138427438352	Herelleviridae	Staphylococcus phage SAP6	9
OQ031075	-410.86536130338254	10.060096697680493	Demerecviridae	Tequintavirus KPP2018	5
OQ095916	-394.5744745431957	-14.322833644632569	Demerecviridae	Vibrio phage Chloris	5
OQ137559	426.50179298479566	-295.6080299497276	Autonotataviridae	Dcimvirus DCM	0
OQ174510	-228.9782363469276	46.39435883050197	Andersonviridae	Escherichia phage REP11	5
OQ181210	215.5583102592691	-46.6158117628391	Schitoviridae	Erwinia phage Kuerle	6
OQ319933	-255.27095752446985	79.07296156207718	Vandenendeviridae	Pseudomonas phage bmx-p3	5
OQ331036	-949.8800714712004	-151.64629577197144	Straboviridae	Yersinia phage MHG19	3
OQ341635	-328.03557696878806	-20.942851800711622	Demerecviridae	Epseptimavirus PRFSP13	5
OQ383619	262.9975949275811	253.05949796497205	Casjensviridae	Salmonella phage MET_P1_122_58	2
OQ434248	-531.560473254252	138.86959525345011	Herelleviridae	Staphylococcus phage RuSa1	9
OQ448193	-436.4660744402868	137.1312289265153	Herelleviridae	Staphylococcus phage 80A	9
OQ507919	476.3404451365834	-415.509934616033	Autotranscriptaviridae	Rindgevirus tarrare	0
OQ579028	473.8569784252161	-385.2590202924384	Autotranscriptaviridae	Klebsiella phage Tokugawa	0
OQ627164	377.4903326085012	189.52695385378948	Aliceevansviridae	Streptococcus phage phiKSM96	8
OQ660437	-657.9983344013382	48.216571439772224	Ackermannviridae	Salmonella phage D5lw	1
OQ828463	95.83670582016089	284.95110025996314	Lindbergviridae	Pseudomonas phage PA_GL1	7
OQ828465	-493.7051230715449	18.084154331402345	Chimalliviridae	Pseudomonas phage PA_ZH1	1
OQ831729	137.05970019761867	272.25290334224303	Lindbergviridae	Pseudomonas phage E2005-C	7
OQ850288	-244.01641880257037	65.24229356600924	Andersonviridae	Escherichia phage vB_EcoM_ULIM9	5
OQ850289	-276.92992834195775	59.107860974666494	Andersonviridae	Escherichia phage vB_EcoM_ULIM3	5
OQ870568	500.9266384433779	-376.478765262676	Autotranscriptaviridae	Kayfunavirus zappy	0
OQ921331	455.2970291914603	-291.9700624292336	Autoscriptoviridae	Cepavirus PAS7	0
OQ992204	182.3404512785721	-66.19914965612001	Schitoviridae	Pseudomonas phage vB_PaeP_YL1	6
OR088903	810.9557480645351	-32.36107638924934	Inoviridae	Ralstonia phage RSCq	4
OR233736	495.4432645944478	-369.9391596436988	Autotranscriptaviridae	Vibrio phage 4141	0
OR234014	-321.6396263799986	202.35936880990556	Herelleviridae	Staphylococcus phage SAC	9
OR256021	334.1387818537737	-178.95032079389188	Straboviridae	Klebsiella phage P52_1	6
OR287806	537.7019320102543	-413.89835710624845	Autotranscriptaviridae	Klebsiella phage Rappa3	0
OR352937	101.00104901392274	453.6301163890092	Drexlerviridae	Escherichia phage AV106	10
OR352938	-903.7435602899744	-142.75200651651784	Straboviridae	Escherichia phage AV108	3
OR352940	-1043.3290268128544	-254.734178636562	Straboviridae	Escherichia phage AV110	3
OR352941	-1046.2600118606513	-243.07414865099	Straboviridae	Escherichia phage AV111	3
OR352944	-1003.3306468709376	-265.69225756654305	Straboviridae	Escherichia phage AV114	3
OR352945	-991.7086687824636	-263.89066811137445	Straboviridae	Escherichia phage AV115	3
OR352951	-1083.790397555652	-261.56703582046373	Straboviridae	Escherichia phage AV121	3
OR352958	-21.038156114915864	285.0121328871361	Lindbergviridae	Wifcevirus AV128	7
OR354875	-970.6755300118308	-217.02169875543072	Straboviridae	Klebsiella phage ValerieMcCarty01	3
OR424355	226.43382031358533	-90.32231681576894	Schitoviridae	Pseudomonas phage vB_Pae_TUMS_P11	6
OR436899	115.21824139333694	265.8645045042982	Lindbergviridae	Pseudomonas phage phiDCL-PA6	7
OR472545	127.66231656772584	412.0023218656787	Drexlerviridae	Escherichia phage vB_EcoM_50EP	10
OR485018	-344.27231567223544	6.039399888040947	Demerecviridae	Salmonella phage STP-SP2	5
OR495699	-549.020722799514	157.53924731196273	Herelleviridae	Staphylococcus phage CUB-A	9
OR498733	486.96904105300905	-339.10592544733504	Autotranscriptaviridae	Salmonella phage STP-SP6	0
OR513094	473.4130999077013	-343.43453968311803	Autotranscriptaviridae	Salmonella phage STP-SP8	0
OR608736	-522.1600156003387	24.38002437677548	Chimalliviridae	Phikzvirus phiKZ	1
OR636104	-893.4476936896563	-113.51995245390673	Straboviridae	Acinetobacter phage Tonic CPL00239	3
OR639934	471.9352199000057	-371.75330312572737	Autotranscriptaviridae	Przondovirus KpV763	0
OR699184	323.25885093318	174.19642868013673	Casjensviridae	Salmonella phage SD-11_S17	2
OR820920	401.8183792938048	261.5056052487894	Peduoviridae	Bacillus phage vB_BpuM-ZY1	8
OR861626	276.1274233951665	423.45435692554986	Drexlerviridae	Escherichia phage phiA2-1	10
OR861627	154.27974005256124	438.4631043381702	Drexlerviridae	Escherichia phage phiD2-2	10
OR862218	-344.5190744577317	9.525467155927773	Demerecviridae	Salmonella phage SP33	5
OR896833	94.93473142522794	433.261396741162	Drexlerviridae	Escherichia phage WaterSpirit	10
OR896840	-278.6835617209715	15.896542751434636	Demerecviridae	Klebsiella phage GlastoCabaret	5
OR896852	500.0803099893917	-384.74091191694833	Autotranscriptaviridae	Teetrevirus bumbleweed	0
OR896853	128.79230308120896	450.1657806613514	Drexlerviridae	Klebsiella phage MassiveIgloo	10
OR896854	516.7715827474456	-417.75968398044006	Autotranscriptaviridae	Teetrevirus keithsmous	0
OR896859	123.86254152382251	446.4757542407814	Drexlerviridae	Klebsiella phage StarXobjector	10
OR979722	506.5237236887949	-382.71735565200765	Autotranscriptaviridae	Escherichia phage ETEP21B	0
OR990504	406.8621038709307	230.4499100137908	Peduoviridae	Burkholderia phage vB_HM387	8
OR999189	-1068.1270322392284	-274.4283491178661	Straboviridae	Enterobacteria phage P922	3
OY757088	464.1603890835984	-271.3483601438876	Autoscriptoviridae	Drulisvirus K72PH164C2	0
OY978778	800.4118312669382	-58.06798277303555	Schitoviridae	Klebsiella phage vB_Kpn_K60PH164C1	4
OY978817	150.84718440115876	451.89708382191816	Drexlerviridae	Klebsiella phage vB_Kpn_K2alpha62	10
OY979433	144.53216117242664	460.58473874507536	Drexlerviridae	Klebsiella phage vB_Kpl_K14PH164C1	10
PP034388	-488.67013849918817	190.4612946140127	Herelleviridae	Staphylococcus phage CF7	9
PP034390	-381.3515513108382	138.71481765112156	Herelleviridae	Staphylococcus phage CF5	9
PP054054	305.9029160058469	-104.76060823189636	Schitoviridae	Pseudomonas phage Ka6	6
PP058116	396.01621566806944	203.2164344642076	Peduoviridae	Burkholderia phage vB_BceM_CEP1	8
PP079183	-137.0331704987609	-10.46110193416618	Andersonviridae	Kolesnikvirus M7	5
PP079414	400.11928595678455	-291.77136436179586	Autonotataviridae	Euvesivirus SB3	0
PP094244	-300.45448548161266	-13.343339862292297	Demerecviridae	Salmonella phage vB_SalS-SIA3lw	5
PP110483	-589.0703638368144	108.76231455469376	Kyanoviridae	Synechococcus phage MA10	1
PP110484	-571.7088197618408	101.69205659867556	Kyanoviridae	Synechococcus phage MA01	1
PP203289	-282.96168330624687	44.04678771789364	Vandenendeviridae	Pseudomonas phage Psxphi15	5
PP203294	-274.1710631472936	88.8685239215618	Vandenendeviridae	Pseudomonas phage LPS-5	5
PP212877	-1039.1474044490974	-205.97717495674647	Straboviridae	Aeromonas phage PS49	3
PP280813	280.5699330160673	315.7603657507941	Sarkviridae	Salmonella phage VT223	2
PP328844	468.3472795022574	-372.44505688436016	Autotranscriptaviridae	Kayfunavirus 216Ecol046PP	0
PP355091	-1072.9719722191116	-278.6026571516881	Straboviridae	Escherichia phage 235Ecol030PP	3
PP357455	495.087311014024	-426.63344117474105	Autotranscriptaviridae	Przondovirus pv175005	0
PP357468	513.1363144352088	-421.79382740546976	Autotranscriptaviridae	Przondovirus pv175019	0
PP357477	449.2868061103379	-383.9959965629214	Autotranscriptaviridae	Przondovirus 175029	0
PP358550	-890.1610388028273	-148.22155509855463	Straboviridae	Escherichia phage FL04	3
PP389045	296.9382718966797	308.06000871173546	Sarkviridae	Pseudomonas phage vB_PsS_LDT325	2
PP400781	-935.1430156454512	-138.5212733739132	Straboviridae	Escherichia phage FL20	3
PP400783	-897.3861541407773	-137.50270694489538	Straboviridae	Escherichia phage FL37	3
PP400784	-900.9446300647356	-135.35397395834022	Straboviridae	Escherichia phage FL38	3
PP418985	-903.4802396910848	-114.70030168813436	Straboviridae	Escherichia phage UPWr_E1	3
PP418986	-1063.1634048083424	-274.5939576708099	Straboviridae	Escherichia phage UPWr_E2	3
PP437543	309.2986940987005	308.4919617209014	Sarkviridae	Salmonella phage vB_SenS_Psm140	2
PP471608	-436.3041200411526	172.99379012883597	Herelleviridae	Staphylococcus phage LJLAME001	9
PP496422	476.638632837534	-385.19739982032775	Autotranscriptaviridae	Pseudomonas phage vB_PpuP-Hammaste-5	0
PP496426	456.2080702581568	-380.9082378954312	Autotranscriptaviridae	Pseudomonas phage vB_PpuP-Keila	0
PP496435	494.1172952580348	-363.2059384353656	Autotranscriptaviridae	Pseudomonas phage vB_PpuP-Vasula	0
PP501790	389.6713588800751	-313.08545137368554	Autoscriptoviridae	Pseudomonas phage vB_Pae4841-AFR43	0
PP526941	-1041.5223462090055	-262.3751072167265	Straboviridae	Escherichia phage vB_EcoM_ECO78	3
PP537603	414.0826284600882	205.2196597562112	Peduoviridae	Yersinia phage vB_YpM_MHG51	8
PP542034	502.59829343442857	-425.1369096280566	Autotranscriptaviridae	Klebsiella phage vB_KpnP_23	0
PP558215	832.9987051071951	-36.60207294444993	Microviridae	Roseobacter phage CRPss-152	4
PP597383	-903.9174759393218	-106.4354061058065	Straboviridae	Klebsiella phage vB_KM5a1-KLB21	3
PP631965	844.6250846772903	-40.77368098842794	Microviridae	Liberibacter phage pCLasGDXH2	4
PP631966	833.9305203107294	-41.97807542671099	Microviridae	Liberibacter phage pCLasGDYF2159	4
PP631974	834.8943375037895	-42.46165393144389	Microviridae	Liberibacter phage pCLasGXLZ17	4
PP631983	838.2045522726064	-44.36177556974404	Microviridae	Liberibacter phage pCLasHNYX8	4
PP631987	837.6166949245546	-40.7582898097504	Microviridae	Liberibacter phage pCLasSCYB13F	4
PP631989	837.155215646341	-41.15089958267096	Microviridae	Liberibacter phage pCLasYNJSMG5	4
PP712941	434.3651025071065	-280.66462117831026	Autoscriptoviridae	Vibrio phage TCU_VP01_ZB	0
PP723046	-997.5100769352924	-215.91345772836365	Straboviridae	Klebsiella phage vB_Kpn529046-KEN39	3
PP728208	415.8706485283281	-233.05364736021423	Autoscriptoviridae	Klebsiella phage vB_KpnP_W17	0
PP856711	509.2066314984879	-341.9554358007145	Autotranscriptaviridae	Salmonella phage vB_STmST19_KE05	0
PP856726	-659.6371169747677	41.986249246027256	Ackermannviridae	Salmonella phage vB_STmST313_KE27	1
PP856729	-700.1067464034363	23.19995293118562	Ackermannviridae	Salmonella phage vB_STmST313_KE31	1
PP934443	475.1776559740981	-272.3023387860553	Autoscriptoviridae	Klebsiella phage P252	0
PP965502	422.86270030107016	-324.7694095732592	Autoscriptoviridae	Acinetobacter phage AB_SZL2	0
PP989835	660.7562557452941	33.42049059371044	Sarkviridae	Salmonella phage vB_SE127_2PH123	4
PQ030847	-787.8072156190652	-239.5259856392184	Straboviridae	Escherichia phage EC.W15-3	3
PQ093899	471.7871224942712	-307.16287526861123	Autonotataviridae	Xanthomonas phage L13.2	0
PQ096439	-1023.0696610311194	-178.3984453827215	Straboviridae	Enterobacter phage EnC15	3
PQ133005	501.778120891355	-285.003319742916	Autoscriptoviridae	Klebsiella phage Henu1_2	0
PQ141284	162.0941228800982	280.70976938947024	Sarkviridae	Escherichia phage fEg-Eco06	7
PQ220373	234.5959213663807	237.71577616734683	Sarkviridae	Salmonella phage vB_CECAV_044	2
PQ285366	484.7325060966775	-264.0729907979362	Autoscriptoviridae	Klebsiella phage Kpp-9	0
PQ299153	192.0505801253987	120.6499290751896	Herelleviridae	Bacillus phage Jayan	2
PQ303785	-1076.5819542726476	-272.45634309949367	Straboviridae	Escherichia phage LYE-01	3
PQ341120	-1006.7253417837122	-227.244658796843	Straboviridae	Escherichia phage EAWsc9	3
PQ434564	519.7881603933513	-383.2607512782917	Autotranscriptaviridae	Klebsiella phage P8451	0
PQ492278	113.49135147359677	270.71156322277113	Lindbergviridae	Pseudomonas phage PaCCP2	7
PQ519586	90.01828064657207	452.0004493570141	Drexlerviridae	Klebsiella phage SF_KL25	10
PQ537371	-1026.4877804265336	-209.14775699144343	Straboviridae	Klebsiella phage 15882-3-2	3
PQ569626	227.7295760909772	246.32336503550832	Casjensviridae	Salmonella phage NSP	2
PQ656807	-292.53537608901365	56.347814566308784	Vandenendeviridae	Pseudomonas phage vB_Ps_ZCPS13	5
PQ664488	-291.8818562641559	3.633164950295367	Demerecviridae	Obesumbacterium phage Ob_P	5
PQ818400	-318.5319577534415	0.7453999391349839	Demerecviridae	Salmonella phage HMD-7	5
PQ843214	129.3806196223004	444.371144890126	Drexlerviridae	Klebsiella phage phiwza	10
PQ849840	-522.8030839713995	171.17683423924717	Herelleviridae	Staphylococcus phage JS1	9
PQ963940	152.60061452516402	430.1263795695767	Drexlerviridae	Klebsiella phage P11	10
PQ998983	430.5032126090432	-265.94246495463995	Autoscriptoviridae	Klebsiella phage vB_KpnP_IME323-1	0
PV022100	430.78107031523336	-344.7192205665553	Autoscriptoviridae	Acinetobacter phage AB_NC12	0
PV029541	282.8019497412731	-87.18166657667024	Schitoviridae	Escherichia phage PBM-2	6
PV068287	288.16136736290514	305.934010702297	Sarkviridae	Salmonella phage SalM-TTS6	2
PV090992	188.00160211659025	411.20843779764937	Drexlerviridae	Salmonella phage vB_GS71	10
PV153712	185.7707349429968	407.5963318979394	Drexlerviridae	Salmonella phage vB_GS156	10
PV173013	512.0470766295482	-385.48671450523807	Autotranscriptaviridae	Klebsiella phage P12	0
PV433238	-531.3601579267331	157.84371485198025	Herelleviridae	Staphylococcus phage fGlntSau01	9
PV596791	535.1739799162895	-341.252902516611	Autotranscriptaviridae	Yersinia phage vB_Yep_15	0
PV615262	451.5146598598635	-317.25581139083323	Autotranscriptaviridae	Acinetobacter phage vB_Aba_01KA	0
PV660449	-1058.8261896112842	-246.08755471844245	Straboviridae	Escherichia phage LF82-5	3
PV660451	-1059.5980260434633	-251.7040818466858	Straboviridae	Escherichia phage LF82-8	3
PV660458	366.94515470647343	-244.9720514833	Autoscriptoviridae	Escherichia phage LF82-23	0
PV683289	-929.1769624142472	-136.87707210030172	Straboviridae	Klebsiella phage HMGUkp1	3
PV775412	-533.7187466477876	183.9137133466625	Herelleviridae	Staphylococcus phage EMS22-2	9
PV786929	694.8711938186141	77.15672235676217	Casjensviridae	Proteus phage pPM01	4
X60323	839.5949498197667	-30.98742116199957	Microviridae	Alphatrevirus phiK	4
